OBJECTID,Shape,COMPKEY,ELMNTKEY,SEGKEY,UNITID,UNITDESC,RECEIPT_NBR,PANDD_NBR,PAIDAREA,SUBAREA,SIDE
1584,(47.66677305700006: -122.38464334799994),630756,3338,3278,PSL-K107,22ND AVE NW 0530 BLOCK E SIDE (  68) 68 FT N/O SHILSHOLE AVE NW (NW22-53-14)                                                                                                                                                                                   ,K107,11107004,Ballard,Edge,E
1585,(47.617337451000026: -122.33515470699996),503965,13102,13116,PSL-W085,TERRY AVE 0200 BLOCK NE SIDE ( 100) 100 FT NW/O VIRGINIA ST (TY-20-08)                                                                                                                                                                                         ,W085,21085004,Denny Triangle,North,NE
1586,(47.610335760000055: -122.34666602399994),527727,31494,8728,PSL-B047,ALASKAN WAY 0210 BLOCK NE SIDE ( 150) 150 FT NW/O LENORA ST (OA-21-12)                                                                                                                                                                                         ,B047,2047002,Belltown,South,NE
1587,(47.612110303000065: -122.31906979599995),504635,82674,14774,PSL-G514,E SENECA ST 0100 BLOCK S SIDE (  49) 49 FT E/O 10TH AVE (E12-10-03)                                                                                                                                                                                            ,G514,7514002,Pike-Pine,,S
1588,(47.60625291900004: -122.33971122199995),669272,58489,13199,PSL-B180,UNIVERSITY ST 0006 BLOCK NW SIDE ( 105) 105 FT NE/O ALASKAN E RDWY WAY (13-00--08)                                                                                                                                                                             ,B180,2180002,Commercial Core,Waterfront,NW
1589,(47.598052135000046: -122.32646637299996),281024,75865,7984,PSL-M035,6TH AVE S 0050 BLOCK W SIDE (  89) 89 FT S/O S KING ST (S06-05-09)                                                                                                                                                                                             ,M035,13035002,Chinatown/ID,Core,W
1590,(47.61310296600004: -122.33177567099995),527930,123942,489857,PSL-E049,9TH AVE 0152 BLOCK SW SIDE ( 137) 137 FT NW/O 9TH AV I5 EXPRESS ON RP (09-15-19)                                                                                                                                                                               ,E049,5049002,Commercial Core,Retail,SW
1591,(47.65131405000005: -122.350290729),486524,83242,15321,PSL-O011,N 36TH ST 0060 BLOCK S SIDE ( 201) 201 FT E/O FREMONT PL N (N36-06-19)                                                                                                                                                                                         ,O011,22011002,Fremont,,S
1592,(47.661761098000056: -122.31554807299995),651321,46765,1568,PSL-L192,12TH AVE NE 0450 BLOCK W SIDE ( 150) 150 FT N/O NE 45TH ST (NE12-45-11)                                                                                                                                                                                        ,L192,12192002,University District,Core,W
1593,(47.61097900500005: -122.34427671999998),527706,58806,13506,PSL-B041,WESTERN AVE 0200 BLOCK NE SIDE ( 277) 277 FT NW/O VIRGINIA ST (OW-20-26)                                                                                                                                                                                       ,B041,2041002,Belltown,South,NE
1594,(47.65690458500006: -122.31296094299995),529403,39337,16757,PSL-L083,NE 41ST ST 0140 BLOCK N SIDE (  49) 49 FT E/O UNIVERSITY WAY NE (NE41-14-02)                                                                                                                                                                                   ,L083,12083002,University District,Core,N
1595,(47.61608387900003: -122.33302809099996),577432,35730,13114,PSL-W128,TERRY AVE 0180 BLOCK NE SIDE ( 259) 259 FT NW/O HOWELL ST (TY-18-14/22)                                                                                                                                                                                        ,W128,21128004,Denny Triangle,North,NE
1596,(47.61227462100004: -122.34578204299999),640497,54513,9290,PSL-B177,BLANCHARD ST 0007 BLOCK NW SIDE ( 116) 116 FT NE/O WESTERN AVE (22-00-60)                                                                                                                                                                                      ,B177,2177002,Belltown,South,NW
1597,(47.60177663500008: -122.32046228799999),655265,82833,14933,PSL-TV18,E YESLER WAY 0090 BLOCK N SIDE (  43) 43 FT E/O BROADWAY                                                                                                                                                                                                       ,TV18,20018000,,,N
1598,(47.66491463600005: -122.38128299099998),630506,9110,9042,PSL-K104,BALLARD AVE NW 0510 BLOCK NE SIDE ( 176) 176 FT NW/O NW DOCK PL (NWBL-51-14)                                                                                                                                                                                   ,K104,11104004,Ballard,Edge,NE
1599,(47.60494345500007: -122.32277357099997),533986,58401,13102,PSL-H546,TERRY AVE 0040 BLOCK SW SIDE ( 152) 152 FT NW/O TERRACE ST (TY-04-11)                                                                                                                                                                                          ,H546,8546002,First Hill,,SW
1600,(47.623277966000046: -122.33775139899996),337777,12541,12562,PSL-U280,REPUBLICAN ST 0095 BLOCK N SIDE ( 142) 142 FT E/O WESTLAKE AVE N (N5-09-60)                                                                                                                                                                                    ,U280,19280002,South Lake Union,South,N
1601,(47.676157051000075: -122.31746516299995),281957,80597,12615,PSL-R109,ROOSEVELT WAY NE 0650 BLOCK W SIDE (  99) 99 FT N/O NE 65TH ST (NERW-65-07)                                                                                                                                                                                    ,R109,16109304,Roosevelt,,W
1602,(47.674400029000026: -122.31726585899997),281952,80594,12613,PSL-R102,ROOSEVELT WAY NE 0630 BLOCK E SIDE (  70) 70 FT N/O NE 63RD ST (NERW-63-04)                                                                                                                                                                                    ,R102,16102004,Roosevelt,,E
1603,(47.68034484800006: -122.32512517699996),281992,85382,17446,PSL-P116,NE 72ND ST 0030 BLOCK S SIDE ( 148) 148 FT E/O EAST GREEN LAKE DR N (NE72-03-13)                                                                                                                                                                               ,P116,15116002,Green Lake,,S
1604,(47.61701128200008: -122.34393277199996),490976,76990,9077,PSL-J367,BATTERY ST 0050 BLOCK SE SIDE ( 101) 101 FT NE/O 5TH AVE (24-05-07)                                                                                                                                                                                            ,J367,10367004,Belltown,North,SE
1605,(47.62603928300007: -122.33054425699999),338550,81249,13270,PSL-U160,VALLEY ST 0130 BLOCK N SIDE (  58) 58 FT E/O YALE AVE N (N8-13-04)                                                                                                                                                                                             ,U160,19160002,South Lake Union,North,N
1606,(47.61715239800003: -122.34078866099998),485671,53434,8165,PSL-W007,7TH AVE 0220 BLOCK NE SIDE ( 250) 250 FT NW/O BLANCHARD ST (07-22-20)                                                                                                                                                                                          ,W007,21007004,Denny Triangle,North,NE
1607,(47.611843143000044: -122.31892678699995),506223,14398,14339,PSL-G513,E MADISON ST 0100 BLOCK SE SIDE ( 105) 105 FT NE/O 10TH AVE (EMD-10-07)                                                                                                                                                                                        ,G513,7513004,Pike-Pine,,SE
1608,(47.621301489000075: -122.33729540399997),616633,13109,13120,PSL-TV06,TERRY AVE N 0030 BLOCK W SIDE ( 143) 143 FT N/O THOMAS ST                                                                                                                                                                                                      ,TV06,20006000,South Lake Union,South,W
1609,(47.617700110000044: -122.34105241399999),486023,77129,9204,PSL-W017,BELL ST 0070 BLOCK NW SIDE ( 113) 113 FT NE/O 7TH AVE (23-07-08)                                                                                                                                                                                               ,W017,21017004,Denny Triangle,North,NW
1610,(47.62215183600006: -122.34160705999994),337474,10869,10836,PSL-U257,HARRISON ST 0075 BLOCK N SIDE ( 153) 153 FT E/O DEXTER AVE N (N4-07-62)                                                                                                                                                                                        ,U257,19257010,South Lake Union,South,N
1611,(47.66348806000008: -122.31186602999998),529412,2090,2036,PSL-L097,15TH AVE NE 0470 BLOCK E SIDE ( 139) 139 FT N/O NE 47TH ST (NE15-47-10)                                                                                                                                                                                        ,L097,12097104,University District,Edge,E
1612,(47.60253871900005: -122.32826999099996),649083,75149,7224,PSL-D085,5TH AVE 0040 BLOCK SW SIDE ( 116) 116 FT NW/O TERRACE ST (05-04-09)                                                                                                                                                                                            ,D085,4085002,Commercial Core,Financial,SW
1613,(47.61437097500004: -122.35099067899995),540750,13293,13300,PSL-B513,VINE ST 0005 BLOCK NW SIDE ( 170) 170 FT NE/O ELLIOTT AVE (26-00-12/16)                                                                                                                                                                                        ,B513,2513004,Belltown,North,NW
1614,(47.614026540000054: -122.31611901899998),668599,59966,14603,PSL-G101,E PIKE ST 0120 BLOCK S SIDE ( 151) 151 FT E/O 12TH AVE (E15-12--13)                                                                                                                                                                                            ,G101,7101002,Pike-Pine,,S
1615,(47.651970308000045: -122.31519963299996),529846,63126,17977,PSL-L139,NE BOAT ST 0110 BLOCK SW SIDE ( 743) 743 FT SE/O NE BOAT WR ST (NEBT-11-71)                                                                                                                                                                                    ,L139,12139002,University District,Core,SW
1616,(47.62007400300007: -122.35533950399997),284122,46258,1026,PSL-S094,1ST AVE N 0020 BLOCK E SIDE (  99) 99 FT N/O JOHN ST (N01-02-06)                                                                                                                                                                                               ,S094,17094004,Uptown,Edge,E
1617,(47.627695765000055: -122.34085609599998),339795,53550,8294,PSL-U222,8TH AVE N 0090 BLOCK E SIDE ( 200) 200 FT N/O ALOHA ST (N08-09-16)                                                                                                                                                                                             ,U222,19222010,South Lake Union,NorthWest,E
1618,(47.59995141200005: -122.32561812099999),280969,88774,20734,PSL-M029,S MAIN ST 0060 BLOCK S SIDE ( 163) 163 FT E/O 6TH AVE S (S3-06-19)                                                                                                                                                                                             ,M029,13029002,Chinatown/ID,Edge,S
1619,(47.620151942000064: -122.33286094299996),337031,34502,11886,PSL-U095,MINOR AVE N 0020 BLOCK E SIDE ( 158) 158 FT N/O JOHN ST (NMR-02-12)                                                                                                                                                                                            ,U095,19095010,South Lake Union,South,E
1620,(47.620798035000064: -122.34161256599998),337460,81130,13137,PSL-U266,THOMAS ST 0075 BLOCK S SIDE (154.) 154.5 FT E/O DEXTER AVE N (N3-07-63)                                                                                                                                                                                        ,U266,19266002,South Lake Union,South,S
1621,(47.617340901000034: -122.33205520399997),490786,58226,12908,PSL-W065,STEWART ST 0110 BLOCK SE SIDE ( 191) 191 FT NE/O BOREN AVE (19-11-17)                                                                                                                                                                                          ,W065,21065304,Denny Triangle,North,SE
1622,(47.618161626000074: -122.34018101699996),489510,54410,9205,PSL-W118,BELL ST 0080 BLOCK SE SIDE (  58) 58 FT NE/O 8TH AVE (23-08-03)                                                                                                                                                                                                ,W118,21118004,Denny Triangle,North,SE
1623,(47.59708780600005: -122.32231566099995),284870,76358,8441,PSL-M090,8TH AVE S 0060 BLOCK E SIDE ( 131) 131 FT S/O S WELLER ST (S08-06-12)                                                                                                                                                                                          ,M090,13090002,Chinatown/ID,Edge,E
1624,(47.62583906400005: -122.33642707699994),616631,81241,13266,PSL-TV08,VALLEY ST 0100 BLOCK N SIDE ( 147) 147 FT E/O TERRY AVE N                                                                                                                                                                                                      ,TV08,20008000,South Lake Union,North,N
1625,(47.628478776000065: -122.34112499599996),341585,53549,8294,PSL-U233,8TH AVE N 0090 BLOCK W SIDE ( 471) 471 FT N/O ALOHA ST (N08-09-71)                                                                                                                                                                                             ,U233,19233010,South Lake Union,NorthWest,W
1626,(47.599335894000035: -122.33018990799997),286841,27402,4516,PSL-A137,3RD AVE S 0030 BLOCK E SIDE ( 114) 114 FT S/O S MAIN ST (S03-03-08)                                                                                                                                                                                            ,A137,1137002,Pioneer Square,Edge,E
1627,(47.61257787800008: -122.31798753899994),504899,69278,1380,PSL-G523,11TH AVE 0110 BLOCK E SIDE (  77) 77 FT N/O E MADISON ST (E11-11-56)                                                                                                                                                                                           ,G523,7523002,Pike-Pine,,E
1628,(47.66915612200006: -122.38773327599995),279701,48769,3590,PSL-K046,24TH AVE NW 0550 BLOCK W SIDE ( 146) 146 FT N/O NW MARKET ST (NW24-55-11)                                                                                                                                                                                      ,K046,11046004,Ballard,Edge,W
1629,(47.623794718000056: -122.33053765799997),336514,59041,13749,PSL-U083,YALE AVE N 0050 BLOCK W SIDE ( 233) 233 FT N/O REPUBLICAN ST (NYL-05-17)                                                                                                                                                                                       ,U083,19083010,South Lake Union,South,W
1630,(47.66249221700008: -122.31652033699999),279828,69305,1409,PSL-L189,11TH AVE NE 0450 BLOCK W SIDE ( 415) 415 FT N/O NE 45TH ST (NE11-45-33)                                                                                                                                                                                        ,L189,12189004,University District,Edge,W
1631,(47.615420363000055: -122.35017464299995),528138,68917,1018,PSL-J188,1ST AVE 0260 BLOCK SW SIDE ( 113) 113 FT NW/O VINE ST (01-26-09)                                                                                                                                                                                               ,J188,10188004,Belltown,North,SW
1632,(47.609192396000026: -122.32669361399996),529748,13085,13108,PSL-H027,TERRY AVE 0100 BLOCK SW SIDE ( 135) 135 FT NW/O MADISON ST (TY-10-11)                                                                                                                                                                                          ,H027,8027002,First Hill,,SW
1633,(47.61588859400007: -122.31674656999996),668585,1590,1547,PSL-F045,12TH AVE 0160 BLOCK E SIDE ( 208) 208 FT N/O E PINE ST (E12-16--18)                                                                                                                                                                                            ,F045,6045002,Capitol Hill,South,E
1634,(47.60478152100006: -122.32168105499994),533948,35706,13097,PSL-H542,TERRACE ST 0100 BLOCK SE SIDE ( 162) 162 FT NE/O TERRY AVE (4-10-13)                                                                                                                                                                                           ,H542,8542002,First Hill,,SE
1635,(47.62323065700008: -122.358438923),283365,46082,23693,PSL-S051,W REPUBLICAN ST 0010 BLOCK S SIDE (  88) 88 FT W/O 1ST AVE W (W5-01-07)                                                                                                                                                                                        ,S051,17051004,Uptown,Edge,S
1636,(47.621690717000035: -122.35552895699999),285788,1037,1027,PSL-S076,1ST AVE N 0030 BLOCK W SIDE ( 257) 257 FT N/O THOMAS ST (N01-03-23)                                                                                                                                                                                            ,S076,17076004,Uptown,Edge,W
1637,(47.60313908400008: -122.33466810599998),527912,1002,1001,PSL-A132,1ST AVE 0070 BLOCK NE SIDE ( 212) 212 FT NW/O CHERRY ST (01-07-18)                                                                                                                                                                                             ,A132,1132502,Pioneer Square,Core,NE
1638,(47.614620967000064: -122.35456087399996),527740,8841,8733,PSL-B057,ALASKAN WAY 0280 BLOCK SW SIDE ( 145) 145 FT NW/O CLAY ST (OA-28-06)                                                                                                                                                                                           ,B057,2057004,Belltown,North,SW
1639,(47.61818989900007: -122.33830256999994),616630,36146,13531,PSL-TV04,WESTLAKE AVE 0220 BLOCK E SIDE (  20) 20 FT N/O 9TH AVE                                                                                                                                                                                                        ,TV04,20004000,Denny Triangle,North,E
1640,(47.656552171000044: -122.31314789099997),529906,35842,13218,PSL-L036,UNIVERSITY WAY NE 0403 BLOCK E SIDE ( 108) 108 FT N/O NE CAMPUS WB PY (NEUW-40-42)                                                                                                                                                                             ,L036,12036002,University District,Core,E
1641,(47.61436753900006: -122.34736806399997),282362,31890,9073,PSL-J265,BATTERY ST 0010 BLOCK SE SIDE ( 107) 107 FT NE/O 1ST AVE (24-01-09)                                                                                                                                                                                            ,J265,10265004,Belltown,North,SE
1642,(47.617361723000045: -122.33232991199998),507196,58225,12908,PSL-W063,STEWART ST 0110 BLOCK NW SIDE ( 152) 152 FT NE/O BOREN AVE (19-11-12)                                                                                                                                                                                          ,W063,21063304,Denny Triangle,North,NW
1643,(47.61427437200007: -122.33334736899997),489586,57382,12046,PSL-E501,OLIVE WAY 0080 BLOCK SE SIDE ( 174) 174 FT NE/O HOWELL ST (17-08-11)                                                                                                                                                                                           ,E501,5501202,Commercial Core,Retail,SE
1644,(47.66536701000007: -122.38181514699994),630754,9114,9043,PSL-K103,BALLARD AVE NW 0513 BLOCK NE SIDE (  86) 86 FT NW/O NW IONE PL (NWBL-51-56)                                                                                                                                                                                    ,K103,11103004,Ballard,Edge,NE
1645,(47.61166179600008: -122.33481496299999),591312,30698,7883,PSL-E044,6TH AVE 0150 BLOCK NE SIDE ( 188) 188 FT NW/O PIKE ST (06-15-14)                                                                                                                                                                                               ,E044,5044002,Commercial Core,Retail,NE
1646,(47.618860882000035: -122.33284532899995),485907,11882,11885,PSL-U341,MINOR AVE N 0010 BLOCK E SIDE ( 107) 107 FT N/O DENNY WAY (NMR-01-08)                                                                                                                                                                                          ,U341,19341002,South Lake Union,South,E
1647,(47.60131760100006: -122.33405840799998),631324,1214,1185,PSL-A142,1ST AVE S 0010 BLOCK E SIDE ( 127) 127 FT S/O YESLER WAY (S01-01-10)                                                                                                                                                                                           ,A142,1142002,Pioneer Square,Core,E
1648,(47.668281111000056: -122.38248961899995),630531,80658,12700,PSL-K115,RUSSELL AVE NW 0540 BLOCK NE SIDE (  99) 99 FT NW/O 20TH AVE NW (NWRS-54-16)                                                                                                                                                                                   ,K115,11115004,Ballard,Edge,NE
1649,(47.67922114500004: -122.32407359199999),642249,39945,17377,PSL-P127,NE 70TH ST 0040 BLOCK N SIDE ( 159) 159 FT E/O NE RAVENNA WB BV (NE70-04-10)                                                                                                                                                                                   ,P127,15127002,Green Lake,,N
1650,(47.605290688000025: -122.33846173899997),527686,58801,13500,PSL-B020,WESTERN AVE 0119 BLOCK SW SIDE ( 146) 146 FT NW/O SPRING ST (OW-11-11)                                                                                                                                                                                         ,B020,2020002,Commercial Core,Waterfront,SW
1651,(47.59719135900008: -122.33434179599999),515441,46409,1189,PSL-A049,1ST AVE S 0050 BLOCK W SIDE ( 385) 385 FT S/O S KING ST (S01-05-35)                                                                                                                                                                                            ,A049,1049002,Pioneer Square,Edge,W
1652,(47.60130817500004: -122.33298462799996),527492,57349,12022,PSL-A005,OCCIDENTAL AVE S 0010 BLOCK W SIDE ( 131) 131 FT S/O YESLER WAY (SOO-01-13)                                                                                                                                                                                    ,A005,1005002,Pioneer Square,Core,W
1653,(47.624756234000074: -122.33777919399995),604323,130799,589800,PSL-U363,MERCER NR ST 0095 BLOCK N SIDE ( 136) 136 FT E/O WESTLAKE AVE N (N6-09-58)                                                                                                                                                                                     ,U363,19363010,South Lake Union,South,N
1654,(47.62447298700005: -122.35358127699999),617513,11770,11763,PSL-S185,MERCER ST 0015 BLOCK S SIDE ( 111) 111 FT E/O WARREN AVE N (N6-01-59)                                                                                                                                                                                          ,S185,17185004,Uptown,Edge,S
1655,(47.598214710000036: -122.33226781699994),527507,20838,20596,PSL-A014,S KING ST 0015 BLOCK S SIDE ( 153) 153 FT E/O OCCIDENTAL E AVE S (S5-01-65)                                                                                                                                                                                    ,A014,1014002,Pioneer Square,Edge,S
1656,(47.609596443000044: -122.32903114999999),527474,35430,12778,PSL-H015,SENECA ST 0080 BLOCK SE SIDE ( 190) 190 FT NE/O 8TH AVE (12-08-19)                                                                                                                                                                                             ,H015,8015002,First Hill,,SE
1657,(47.614113822000036: -122.343972958),527476,49653,4389,PSL-J038,3RD AVE 0220 BLOCK SW SIDE ( 109) 109 FT NW/O BLANCHARD ST (03-22-09)                                                                                                                                                                                          ,J038,10038002,Belltown,South,SW
1658,(47.667423316000054: -122.38282224199997),631084,56654,11333,PSL-K098,LEARY AVE NW 0540 BLOCK NE SIDE ( 216) 216 FT NW/O NW VERNON PL (NWLY-54-16)                                                                                                                                                                                   ,K098,11098002,Ballard,Core,NE
1659,(47.66858060100003: -122.37796867399999),510687,19482,19227,PSL-K076,NW MARKET ST 0150 BLOCK S SIDE ( 399) 399 FT W/O 15TH AVE NW (NWMT-15-41)                                                                                                                                                                                      ,K076,11076004,Ballard,Edge,S
1660,(47.60203084300008: -122.33539523899998),527132,36094,13496,PSL-B011,WESTERN AVE 0079 BLOCK NE SIDE (  87) 87 FT NW/O YESLER WAY (OW-06-08)                                                                                                                                                                                         ,B011,2011002,Pioneer Square,Edge,NE
1661,(47.605408960000034: -122.33062384099998),527887,7246,7228,PSL-D033,5TH AVE 0080 BLOCK NE SIDE (  83) 83 FT NW/O COLUMBIA ST (05-08-06)                                                                                                                                                                                            ,D033,4033102,Commercial Core,Financial,NE
1662,(47.59581795100007: -122.33404046999999),574670,1222,1190,PSL-A127,1ST AVE S 0055 BLOCK E SIDE ( 238) 238 FT S/O RAILROAD N WAY S (S01-05-88)                                                                                                                                                                                     ,A127,1127002,Pioneer Square,Edge,E
1663,(47.620096432000025: -122.34612470899998),510196,58382,13074,PSL-S150,TAYLOR AVE N 0020 BLOCK E SIDE ( 113) 113 FT N/O JOHN ST (NTR-02-14)                                                                                                                                                                                           ,S150,17150010,Uptown Triangle,,E
1664,(47.678652303000035: -122.32641600599999),642245,36678,14083,PSL-P125,EAST GREEN LAKE WAY N 0690 BLOCK SE SIDE (  84) 84 FT NE/O 4TH AVE NE (NEGW-69-06)                                                                                                                                                                             ,P125,15125002,Green Lake,,SE
1665,(47.60373486700007: -122.33702884099995),527683,13509,13498,PSL-B014,WESTERN AVE 0090 BLOCK SW SIDE (  90) 90 FT NW/O MARION ST (OW-09-07)                                                                                                                                                                                          ,B014,2014002,Commercial Core,Waterfront,SW
1666,(47.61440015200003: -122.34407535699995),508625,49654,4389,PSL-J036,3RD AVE 0220 BLOCK NE SIDE ( 199) 199 FT NW/O BLANCHARD ST (03-22-16)                                                                                                                                                                                          ,J036,10036002,Belltown,South,NE
1667,(47.666943235000076: -122.37956851199999),630419,13046,13064,PSL-K119,TALLMAN AVE NW 0520 BLOCK NE SIDE ( 156) 156 FT NW/O NW IONE PL (NWTN-52-12)                                                                                                                                                                                   ,K119,11119004,Ballard,Edge,NE
1668,(47.61101909900003: -122.34077321599995),527270,25705,2760,PSL-J017,2ND AVE 0190 BLOCK SW SIDE (  52) 52 FT NW/O STEWART ST (02-19-05)                                                                                                                                                                                             ,J017,10017002,Belltown,South,SW
1669,(47.61497128900004: -122.35185238399998),613969,9673,9638,PSL-B506,CEDAR ST 0006 BLOCK NW SIDE ( 193) 193 FT NE/O ELLIOTT AVE (27-00-16)                                                                                                                                                                                          ,B506,2506004,Belltown,North,NW
1670,(47.59880661100004: -122.33298919099997),631323,57353,12023,PSL-A139,OCCIDENTAL AVE S 0040 BLOCK W SIDE ( 124) 124 FT S/O S JACKSON ST (SOO-04-11)                                                                                                                                                                                  ,A139,1139002,Pioneer Square,Edge,W
1671,(47.59382179900007: -122.33403046099994),527575,69098,1200,PSL-A042,1ST AVE S 0080 BLOCK E SIDE ( 664) 664 FT S/O RAILROAD S WAY S (S01-08-36)                                                                                                                                                                                     ,A042,1042002,Pioneer Square,Edge,E
1672,(47.66833426000005: -122.38225222099999),630532,48213,3017,PSL-K116,20TH AVE NW 0540 BLOCK W SIDE (  98) 98 FT N/O RUSSELL AVE NW (NW20-54-09)                                                                                                                                                                                     ,K116,11116004,Ballard,Edge,W
1673,(47.66743502300005: -122.38425728399994),631072,31850,9045,PSL-K089,BALLARD AVE NW 0530 BLOCK NE SIDE ( 441) 441 FT NW/O NW VERNON PL (NWBL-53-NWBL-53-38)                                                                                                                                                                         ,K089,11089002,Ballard,Core,NE
1674,(47.60012342300007: -122.33376777399997),616079,65805,20729,PSL-A128,S MAIN ST 0010 BLOCK N SIDE (  77) 77 FT E/O 1ST AVE S (S3-01-04)                                                                                                                                                                                              ,A128,1128002,Pioneer Square,Core,N
1675,(47.612217876000045: -122.34237218499999),527276,70746,2761,PSL-J019,2ND AVE 0200 BLOCK NE SIDE ( 211) 211 FT NW/O VIRGINIA ST (02-20-16)                                                                                                                                                                                           ,J019,10019002,Belltown,South,NE
1676,(47.59820794700005: -122.33486309899996),526677,20834,20593,PSL-A012,S KING ST 0006 BLOCK S SIDE ( 124) 124 FT E/O ALASKAN E RDWY WAY S (S5-00-59)                                                                                                                                                                                  ,A012,1012002,Pioneer Square,Edge,S
1677,(47.614665665000075: -122.31803652299999),527123,24406,1382,PSL-G069,11TH AVE 0150 BLOCK E SIDE ( 190) 190 FT N/O E PIKE ST (E11-15-20)                                                                                                                                                                                             ,G069,7069002,Pike-Pine,,E
1678,(47.60943288000004: -122.34556283999996),614718,76621,8727,PSL-B168,ALASKAN WAY 0200 BLOCK SW SIDE ( 155) 155 FT NW/O VIRGINIA ST (OA-20-13)                                                                                                                                                                                       ,B168,2168002,Belltown,South,SW
1679,(47.61318136600005: -122.33160427699994),639890,123943,489857,PSL-E075,9TH AVE 0152 BLOCK NE SIDE ( 139) 139 FT NW/O 9TH AV I5 EXPRESS ON RP (09-15-14)                                                                                                                                                                               ,E075,5075002,Commercial Core,Retail,NE
1680,(47.614788599000065: -122.32091730299999),528009,54725,9447,PSL-G002,BROADWAY 0150 BLOCK W SIDE ( 238) 238 FT N/O E PIKE ST (BY-15-21A)                                                                                                                                                                                             ,G002,7002002,Pike-Pine,,W
1681,(47.67908089500003: -122.32403386699997),642250,39946,17377,PSL-P126,NE 70TH ST 0040 BLOCK S SIDE ( 159) 159 FT E/O NE RAVENNA WB BV (NE70-04-11)                                                                                                                                                                                   ,P126,15126002,Green Lake,,S
1682,(47.60428103500004: -122.33834138099996),610768,8854,8747,PSL-B161,ALASKAN E RDWY WAY 0100 BLOCK NE SIDE ( 125) 125 FT NW/O MADISON ST (OV-10-08)                                                                                                                                                                                 ,B161,2161004,Commercial Core,Waterfront,NE
1683,(47.59972982600004: -122.32999322199998),527611,2986,2924,PSL-A050,2ND AV ET S 0020 BLOCK NE SIDE ( 190) 190 FT NW/O S JACKSON ST (SX2-02-18)                                                                                                                                                                                     ,A050,1050002,Pioneer Square,Edge,NE
1684,(47.62474933900006: -122.33648392199996),604324,130802,589801,PSL-U362,MERCER NR ST 0100 BLOCK N SIDE ( 144) 144 FT E/O TERRY AVE N (N6-10-10)                                                                                                                                                                                        ,U362,19362010,South Lake Union,South,N
1685,(47.599970625000026: -122.33445200899996),527518,65802,20728,PSL-A028,S MAIN ST 0006 BLOCK S SIDE ( 251) 251 FT E/O ALASKAN E RDWY WAY S (S3-00-21)                                                                                                                                                                                  ,A028,1028002,Pioneer Square,Edge,S
1686,(47.602669383000034: -122.33618167399999),527675,9762,9725,PSL-B004,COLUMBIA ST 0006 BLOCK SE SIDE ( 152) 152 FT NE/O ALASKAN E RDWY WAY (8-00-15)                                                                                                                                                                                 ,B004,2004002,Pioneer Square,Edge,SE
1687,(47.623499845000026: -122.32105587399997),526220,54737,9455,PSL-F025,BROADWAY E 0050 BLOCK W SIDE ( 123) 123 FT N/O E REPUBLICAN ST (EBY-05-09)                                                                                                                                                                                     ,F025,6025002,Capitol Hill,North,W
1688,(47.59877585800007: -122.33170479399996),630937,70865,2871,PSL-A140,2ND AVE S 0040 BLOCK W SIDE ( 136) 136 FT S/O S JACKSON ST (S02-04-13)                                                                                                                                                                                         ,A140,1140002,Pioneer Square,Edge,W
1689,(47.668138543000055: -122.38404911899994),631088,56653,11333,PSL-K096,LEARY AVE NW 0540 BLOCK SW SIDE ( 608) 608 FT NW/O NW VERNON PL (NWLY-54-51)                                                                                                                                                                                   ,K096,11096002,Ballard,Core,SW
1690,(47.650847664000025: -122.34977025599994),486601,33274,10486,PSL-O012,FREMONT AVE N 0350 BLOCK E SIDE ( 106) 106 FT N/O FREMONT PL N (NFR-35-06)                                                                                                                                                                                     ,O012,22012002,Fremont,,E
1691,(47.62691518500003: -122.34219069999995),650339,77982,10079,PSL-U376,DEXTER AVE N 0080 BLOCK E SIDE ( 217) 217 FT N/O VALLEY ST (NDR-08-18)                                                                                                                                                                                         ,U376,19376010,South Lake Union,NorthWest,E
1692,(47.625965249000046: -122.33957298499996),609663,8626,8535,PSL-U365,9TH AVE N 0070 BLOCK E SIDE ( 164) 164 FT N/O BROAD E ST (N09-07-12T)                                                                                                                                                                                          ,U365,19365010,South Lake Union,NorthWest,E
1693,(47.62304167700006: -122.33114874499995),606433,35202,12567,PSL-U064,REPUBLICAN ST 0125 BLOCK S SIDE ( 129) 129 FT E/O PONTIUS AVE N (N5-12-59)                                                                                                                                                                                     ,U064,19064002,South Lake Union,South,S
1694,(47.61727251600007: -122.31831760499995),525873,24413,1384,PSL-F504,11TH AVE 0170 BLOCK W SIDE ( 311) 311 FT N/O E OLIVE ST (E11-17-55)                                                                                                                                                                                            ,F504,6504004,Capitol Hill,South,W
1695,(47.67822313700003: -122.32796864499994),642247,36674,14081,PSL-P124,EAST GREEN LAKE WAY N 0675 BLOCK S SIDE (  68) 68 FT E/O 1ST AVE NE (NEGW-68-04)                                                                                                                                                                               ,P124,15124002,Green Lake,,S
1696,(47.60949156700008: -122.34146348499996),527143,80198,12211,PSL-B069,PINE ST 0007 BLOCK SE SIDE (  59) 59 FT NE/O PIKE PL (16-00-55)                                                                                                                                                                                                ,B069,2069002,Commercial Core,Waterfront,SE
1697,(47.622049324000045: -122.33112124699994),606432,10801,10772,PSL-U009,HARRISON ST 0125 BLOCK N SIDE ( 136) 136 FT E/O PONTIUS AVE N (N4-12-58)                                                                                                                                                                                       ,U009,19009002,South Lake Union,South,N
